gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
7099-3,1476989942447.0,30,split,target,334,21,50,2,2,distr2,55,72,50,1,1,distr1,8,5,50,3,3,16,56,38,True,1476989938733.0,speaker,purple less grayish,414.0,1.0,3,17,17.0,3.0,human
4139-d,1459886606075.0,16,split,target,244,11,50,3,3,distr1,294,12,50,2,2,distr2,359,74,50,1,1,9,34,31,True,1459886600842.0,speaker,The target is the purple with more gray in it.,181.0,1.0,10,36,16.0,3.0,human
2220-9,1476992389331.0,12,far,target,345,64,50,2,1,distr2,286,82,50,1,2,distr1,77,84,50,3,3,79,28,99,True,1476992387031.0,speaker,red,642.0,1.0,1,3,3.0,1.0,human
4314-7,1476496086029.0,36,close,target,67,72,50,3,1,distr2,61,78,50,1,2,distr1,74,83,50,2,3,5,5,8,True,1476496043285.0,speaker,"oh boy, um...",914.0,1.0,3,7,7.0,3.0,human
0678-3,1476993801719.0,2,close,distr2,222,34,50,3,2,target,221,59,50,2,3,distr1,214,97,50,1,1,7,6,10,False,1476993799799.0,speaker,the duller blue that looks less purple,590.0,0.0,7,32,25.0,5.0,human
4340-c,1476992734301.0,20,close,target,242,88,50,3,3,distr2,278,70,50,2,1,distr1,281,40,50,1,2,19,15,8,True,1476992732965.0,speaker,blue,222.0,1.0,1,4,4.0,1.0,human
9520-5,1476471594869.0,45,close,target,229,42,50,3,3,distr1,256,23,50,2,1,distr2,266,49,50,1,2,10,13,12,True,1476471592683.0,speaker,blue purple,682.0,1.0,2,10,10.0,2.0,human
3333-2,1476498827405.0,40,close,target,237,67,50,1,1,distr1,224,75,50,3,3,distr2,254,97,50,2,2,10,6,14,True,1476498825148.0,speaker,darkest blue,942.0,1.0,2,11,11.0,2.0,human
8089-4,1477003409764.0,1,split,target,127,80,50,3,1,distr1,112,64,50,2,2,distr2,260,28,50,1,3,5,61,59,True,1477003387032.0,speaker,hello,549.0,1.0,1,5,5.0,1.0,human
6459-4,1476496310132.0,18,far,target,320,8,50,3,2,distr1,265,42,50,1,3,distr2,343,66,50,2,1,24,23,30,True,1476496307414.0,speaker,concrete,915.0,1.0,1,8,8.0,1.0,human
7488-3,1476995389431.0,32,split,target,353,73,50,1,3,distr1,15,61,50,3,2,distr2,163,67,50,2,1,12,76,63,True,1476995386817.0,speaker,red,258.0,1.0,1,3,3.0,1.0,human
6748-0,1476992741550.0,27,split,target,127,24,50,2,1,distr2,4,60,50,1,2,distr1,93,58,50,3,3,17,58,69,True,1476992737921.0,speaker,more of a camo color than the other one not as bright,596.0,1.0,12,42,18.0,4.0,human
2673-3,1476504996762.0,45,close,target,282,40,50,1,3,distr2,320,59,50,3,1,distr1,288,11,50,2,2,17,13,19,True,1476504992335.0,speaker,purple. not grey or pink,881.0,1.0,5,19,14.0,3.0,human
7122-8,1476997416860.0,50,close,target,92,63,50,2,3,distr2,58,72,50,1,2,distr1,54,39,50,3,1,19,17,14,True,1476997415225.0,listener,good job,123.0,1.0,2,7,7.0,2.0,human
1772-b,1476991936318.0,7,split,target,286,41,50,1,3,distr1,292,97,50,3,1,distr2,63,59,50,2,2,13,78,86,True,1476991934409.0,speaker,darker purple,440.0,1.0,2,12,12.0,2.0,human
3375-a,1477001426682.0,41,split,target,41,38,50,2,1,distr1,26,67,50,3,2,distr2,231,46,50,1,3,18,56,52,True,1477001424141.0,speaker,brown,449.0,1.0,1,5,5.0,1.0,human
7967-5,1476502933411.0,35,far,target,179,11,50,3,1,distr1,349,44,50,2,3,distr2,14,98,50,1,2,33,42,24,True,1476502931758.0,speaker,blueish,232.0,1.0,1,7,7.0,1.0,human
1642-d,1476481347998.0,24,close,target,273,60,50,2,1,distr1,228,67,50,1,3,distr2,255,63,50,3,2,14,8,9,True,1476481346148.0,speaker,purple,232.0,1.0,1,6,6.0,1.0,human
0847-6,1477000714560.0,49,close,target,221,84,50,3,3,distr2,212,39,50,2,1,distr1,248,27,50,1,2,14,13,16,True,1477000705741.0,listener,PLus bonus :),236.0,1.0,2,9,9.0,2.0,human
7967-f,1476993840348.0,7,split,target,257,13,50,1,3,distr1,329,33,50,2,2,distr2,158,35,50,3,1,17,36,60,True,1476993817498.0,listener,that was purple to me. sorry,251.0,1.0,6,22,11.0,2.0,human
1526-7,1476990466513.0,43,split,target,17,33,50,3,2,distr2,166,46,50,1,1,distr1,351,41,50,2,3,17,46,63,True,1476990464271.0,speaker,the brownish one,397.0,1.0,3,14,11.0,2.0,human
7690-c,1476993581341.0,38,close,target,120,83,50,3,2,distr1,97,42,50,1,3,distr2,112,65,50,2,1,15,5,10,True,1476993577709.0,speaker,green bright,222.0,1.0,2,11,11.0,2.0,human
6698-2,1476989142518.0,20,far,distr2,182,68,50,2,3,target,195,5,50,1,2,distr1,69,21,50,3,1,22,27,31,False,1476989133226.0,speaker,Looks like almost the last color you picked. Muted blue,322.0,0.0,10,45,39.0,8.0,human
1421-1,1476488118091.0,45,close,target,93,33,50,1,1,distr1,120,67,50,3,3,distr2,130,34,50,2,2,14,8,15,True,1476488115365.0,speaker,mustard green,806.0,1.0,2,12,12.0,2.0,human
3016-d,1476988201793.0,4,split,target,299,58,50,1,1,distr1,304,33,50,2,2,distr2,47,30,50,3,3,8,59,51,True,1476988199122.0,speaker,the object is the brighter purple,218.0,1.0,6,28,20.0,3.0,human
7182-5,1476496267109.0,25,close,target,278,86,50,1,3,distr1,264,64,50,2,1,distr2,228,55,50,3,2,7,19,13,True,1476496265779.0,speaker,purple,,1.0,1,6,6.0,1.0,human
6856-2,1476989809140.0,43,far,target,126,28,50,3,2,distr2,62,64,50,2,3,distr1,33,94,50,1,1,45,25,33,True,1476989807557.0,speaker,green,309.0,1.0,1,5,5.0,1.0,human
3000-6,1476996213767.0,21,close,target,296,17,50,2,1,distr2,309,32,50,1,3,distr1,286,71,50,3,2,18,8,13,True,1476996210060.0,speaker,dullest shade,655.0,1.0,2,12,12.0,2.0,human
3661-0,1476501783917.0,7,far,target,258,10,50,1,3,distr2,239,53,50,2,1,distr1,154,26,50,3,2,32,25,49,True,1476501781220.0,speaker,Grey,881.0,1.0,1,4,4.0,1.0,human
4216-9,1476495924581.0,30,close,target,73,31,50,3,1,distr2,135,10,50,1,2,distr1,154,23,50,2,3,18,18,8,True,1476495917460.0,listener,the yellowish one?,921.0,1.0,3,15,12.0,2.0,human
9080-5,1476468157226.0,43,split,target,140,8,50,1,2,distr1,148,36,50,3,3,distr2,178,96,50,2,1,17,32,24,True,1476468155574.0,speaker,grayest,185.0,1.0,1,7,7.0,1.0,human
3466-0,1476994058048.0,1,split,target,188,31,50,3,2,distr1,186,69,50,1,1,distr2,230,77,50,2,3,12,36,48,True,1476994055668.0,speaker,dull teal,254.0,1.0,2,8,8.0,2.0,human
3922-a,1459897366984.0,45,close,target,166,70,50,1,2,distr2,130,31,50,2,1,distr1,174,47,50,3,3,11,17,18,True,1459897364664.0,speaker,brightest,61.0,1.0,1,9,9.0,1.0,human
3816-5,1476993536375.0,8,close,target,303,85,50,1,2,distr2,320,32,50,2,3,distr1,332,68,50,3,1,17,17,11,True,1476993531003.0,listener,bright pink,295.0,1.0,2,10,10.0,2.0,human
8970-0,1476492108446.0,2,split,target,322,22,50,3,1,distr2,191,56,50,2,3,distr1,304,25,50,1,2,6,50,45,True,1476492105213.0,speaker,dull purple,232.0,1.0,2,10,10.0,2.0,human
6540-c,1476990518938.0,13,close,target,230,19,50,1,3,distr1,211,53,50,3,2,distr2,224,68,50,2,1,14,15,14,True,1476990515304.0,speaker,purple,283.0,1.0,1,6,6.0,1.0,human
6634-6,1476492515591.0,47,close,target,244,89,50,1,1,distr2,275,78,50,3,2,distr1,261,76,50,2,3,5,12,7,True,1476492513963.0,speaker,blue,286.0,1.0,1,4,4.0,1.0,human
3412-4,1459885096807.0,24,split,target,312,36,50,2,3,distr1,287,66,50,3,1,distr2,135,49,50,1,2,12,78,58,True,1459885090639.0,speaker,pale miss piggy,118.0,1.0,3,13,13.0,3.0,human
8794-6,1476990642491.0,39,split,target,318,37,50,3,2,distr2,154,15,50,2,3,distr1,271,31,50,1,1,13,34,36,True,1476990637394.0,speaker,Pink,243.0,1.0,1,4,4.0,1.0,human
7201-5,1476992228671.0,17,far,target,74,73,50,3,2,distr1,293,60,50,1,1,distr2,8,76,50,2,3,92,65,40,True,1476992226712.0,speaker,green,414.0,1.0,1,5,5.0,1.0,human
7919-e,1459895769747.0,42,split,target,262,96,50,3,1,distr2,48,46,50,2,2,distr1,250,49,50,1,3,9,76,69,True,1459895761694.0,speaker,two purples the bright one,6.0,1.0,5,22,19.0,4.0,human
1169-b,1476990918763.0,1,close,target,293,73,50,1,3,distr2,301,43,50,3,2,distr1,274,22,50,2,1,17,7,12,True,1476990910200.0,speaker,brightest shade,548.0,1.0,2,14,14.0,2.0,human
9038-b,1476495914149.0,19,far,target,258,13,50,1,3,distr1,252,80,50,2,2,distr2,40,69,50,3,1,27,46,75,True,1476495912192.0,speaker,grey,920.0,1.0,1,4,4.0,1.0,human
2901-6,1476991059467.0,19,close,distr2,220,13,50,3,1,distr1,182,13,50,1,2,target,23,1,50,2,3,13,11,16,False,1476991040700.0,speaker,one is more blue/grey it's not that one. the other two are more purple,279.0,0.0,14,55,23.0,6.0,human
8461-d,1476995567707.0,25,far,target,47,21,50,2,1,distr2,116,80,50,3,3,distr1,216,62,50,1,2,46,32,67,True,1476995566114.0,speaker,beige/tan,279.0,1.0,1,8,8.0,2.0,human
3600-c,1476996851696.0,11,close,target,144,32,50,3,1,distr1,75,12,50,2,3,distr2,88,27,50,1,2,15,10,11,True,1476996848693.0,speaker,mint green,425.0,1.0,2,9,9.0,2.0,human
2376-1,1476473476105.0,6,far,target,295,94,50,1,3,distr1,234,14,50,2,2,distr2,35,90,50,3,1,27,62,45,True,1476473473166.0,speaker,purple,286.0,1.0,1,6,6.0,1.0,human
4962-7,1476492193689.0,38,far,target,38,81,50,2,2,distr1,356,97,50,1,3,distr2,65,50,50,3,1,34,24,57,True,1476492176657.0,speaker,not red or green,189.0,1.0,4,13,8.0,2.0,human
2918-7,1476489780320.0,41,far,target,88,78,50,1,3,distr1,227,55,50,3,2,distr2,94,22,50,2,1,73,22,53,True,1476489772996.0,listener,you mean more intense green?,584.0,1.0,5,23,16.0,3.0,human
1643-5,1476997308704.0,30,split,target,263,90,50,1,3,distr2,56,88,50,3,1,distr1,248,64,50,2,2,6,94,92,True,1476997302966.0,speaker,blue - looks maybe slightly more purple than the other blue,645.0,1.0,10,48,32.0,6.0,human
5979-c,1476991624371.0,49,split,target,184,63,50,2,1,distr1,177,65,50,3,2,distr2,222,28,50,1,3,7,33,38,True,1476991599870.0,listener,the more sky blue,517.0,1.0,4,14,7.0,2.0,human
3900-b,1476495616302.0,11,far,target,145,11,50,3,3,distr2,297,61,50,2,2,distr1,131,91,50,1,1,34,36,104,True,1476495608787.0,speaker,this is a non color....dark and not light.....in the middle,931.0,1.0,10,41,23.0,5.0,human
9674-b,1476488440052.0,42,split,target,276,50,50,2,3,distr2,88,56,50,1,2,distr1,319,35,50,3,1,15,88,75,True,1476488437153.0,speaker,purple,210.0,1.0,1,6,6.0,1.0,human
3174-b,1476992769679.0,34,split,target,302,11,50,1,1,distr2,46,98,50,3,3,distr1,14,9,50,2,2,14,52,37,True,1476992764218.0,speaker,purple grey. not brown,590.0,1.0,4,18,15.0,3.0,human
0581-b,1476996532594.0,27,close,target,77,91,50,2,1,distr2,99,84,50,1,3,distr1,80,52,50,3,2,13,9,12,True,1476996530762.0,speaker,yellow,,1.0,1,6,6.0,1.0,human
3791-8,1476989802600.0,4,split,target,227,96,50,1,3,distr1,248,73,50,2,2,distr2,149,26,50,3,1,7,51,53,True,1476989770311.0,speaker,The blue that isn't purpleish,497.0,1.0,5,25,13.0,2.0,human
7708-f,1476489725491.0,20,far,target,109,65,50,3,1,distr2,350,96,50,1,2,distr1,266,2,50,2,3,40,82,30,True,1476489724073.0,speaker,green,855.0,1.0,1,5,5.0,1.0,human
3027-6,1476495766784.0,28,close,target,66,26,50,1,3,distr1,156,40,50,2,2,distr2,134,19,50,3,1,19,14,9,True,1476495764555.0,speaker,yellow green,819.0,1.0,2,11,11.0,2.0,human
7705-9,1476467680332.0,5,far,target,311,58,50,3,3,distr1,147,87,50,1,1,distr2,185,71,50,2,2,97,57,34,True,1476467668481.0,speaker,purple,712.0,1.0,1,6,6.0,1.0,human
8235-6,1459877672422.0,26,close,target,67,16,50,2,3,distr1,130,31,50,3,1,distr2,76,32,50,1,2,15,10,12,True,1459877669889.0,speaker,grey-green,968.0,1.0,1,9,9.0,2.0,human
2135-c,1476493585904.0,31,split,target,60,50,50,2,3,distr2,316,23,50,1,2,distr1,92,23,50,3,1,18,60,52,True,1476493583944.0,speaker,yellow,900.0,1.0,1,6,6.0,1.0,human
8963-3,1476489897660.0,23,far,target,19,28,50,2,3,distr2,245,45,50,1,2,distr1,340,78,50,3,1,24,41,35,True,1476489893468.0,speaker,"no, you are doing awesome! This is hard. Brown.",85.0,1.0,9,35,16.0,3.0,human
1325-8,1459885474069.0,14,far,target,120,26,50,2,2,distr2,304,35,50,3,1,distr1,227,51,50,1,3,52,69,24,True,1459885472722.0,speaker,Closest to green,82.0,1.0,3,14,12.0,2.0,human
4974-e,1476992393824.0,12,split,target,294,92,50,2,1,distr1,323,44,50,3,2,distr2,152,74,50,1,3,17,60,84,True,1476992391773.0,speaker,pink,219.0,1.0,1,4,4.0,1.0,human
3661-0,1476502860031.0,49,split,target,261,79,50,1,3,distr2,324,64,50,2,1,distr1,242,31,50,3,2,15,26,27,True,1476502840021.0,speaker,not pink. not blue.,881.0,1.0,4,14,8.0,2.0,human
1013-2,1476989183159.0,18,close,target,288,18,50,3,3,distr2,287,84,50,2,2,distr1,246,43,50,1,1,19,19,19,True,1476989178187.0,speaker,"greyest one, not blue not purple",201.0,1.0,6,26,20.0,4.0,human
9973-5,1476499350591.0,35,close,target,133,59,50,2,3,distr1,159,40,50,3,2,distr2,170,51,50,1,1,16,19,6,True,1476499329115.0,speaker,sorrrryyy that was my mistake,883.0,1.0,5,25,16.0,2.0,human
7636-7,1476989849434.0,17,far,target,288,34,50,3,3,distr1,79,31,50,2,1,distr2,26,54,50,1,2,66,44,33,True,1476989837426.0,speaker,purple,432.0,1.0,1,6,6.0,1.0,human
1382-f,1476495579174.0,12,far,target,306,94,50,3,3,distr1,347,60,50,1,2,distr2,125,34,50,2,1,26,87,71,True,1476495576912.0,speaker,magenta,223.0,1.0,1,7,7.0,1.0,human
3162-4,1476993229237.0,7,split,target,200,2,50,2,1,distr2,256,49,50,1,2,distr1,203,28,50,3,3,14,25,23,True,1476993226645.0,speaker,grey,546.0,1.0,1,4,4.0,1.0,human
7653-9,1476993141278.0,28,split,target,165,37,50,2,3,distr2,257,99,50,1,2,distr1,102,22,50,3,1,14,53,58,True,1476993131667.0,listener,the one thats not olivey in color right?,382.0,1.0,8,32,24.0,5.0,human
0891-0,1476991022034.0,15,split,target,229,22,50,2,1,distr1,284,37,50,1,2,distr2,114,90,50,3,3,17,59,94,True,1476991020014.0,speaker,blue purple,268.0,1.0,2,10,10.0,2.0,human
1869-e,1476501283840.0,18,split,target,195,7,50,1,2,distr2,244,78,50,2,3,distr1,194,51,50,3,1,16,28,39,True,1476501281405.0,speaker,grey,913.0,1.0,1,4,4.0,1.0,human
1643-5,1476997325227.0,32,split,target,4,70,50,3,1,distr2,119,54,50,1,3,distr1,19,41,50,2,2,14,75,53,True,1476997322963.0,speaker,red,645.0,1.0,1,3,3.0,1.0,human
1670-2,1476992000115.0,20,split,target,239,42,50,2,2,distr1,202,12,50,1,3,distr2,309,59,50,3,1,19,25,22,True,1476991996321.0,speaker,blue,590.0,1.0,1,4,4.0,1.0,human
4003-8,1476992850289.0,32,close,distr2,42,10,50,1,2,target,20,23,50,3,1,distr1,162,1,50,2,3,18,14,9,False,1476992845031.0,speaker,"dark tan, not clay gray, not basic gray",252.0,0.0,8,30,24.0,6.0,human
1325-8,1459885378846.0,8,split,target,160,3,50,2,2,distr1,218,14,50,3,1,distr2,301,31,50,1,3,12,22,22,True,1459885375496.0,speaker,Closest looking to light gray,82.0,1.0,5,25,23.0,4.0,human
2653-0,1459891667898.0,23,split,target,193,77,50,1,3,distr1,180,20,50,2,1,distr2,65,65,50,3,2,16,52,36,True,1459891665534.0,speaker,blue,192.0,1.0,1,4,4.0,1.0,human
1020-a,1476498465788.0,4,close,target,326,65,50,3,3,distr1,305,83,50,2,1,distr2,331,78,50,1,2,13,5,16,True,1476498447011.0,listener,Is it the brightest one?,879.0,1.0,5,19,12.0,2.0,human
7122-8,1476997179392.0,28,far,target,224,85,50,1,1,distr1,78,49,50,2,3,distr2,24,95,50,3,2,72,57,49,True,1476997177637.0,speaker,blue,232.0,1.0,1,4,4.0,1.0,human
3945-0,1476991049933.0,34,split,target,169,50,50,2,3,distr2,251,76,50,3,2,distr1,126,24,50,1,1,15,58,57,True,1476991045816.0,speaker,Light blue,507.0,1.0,2,9,9.0,2.0,human
6914-7,1459895359186.0,25,close,target,87,97,50,3,1,distr1,104,70,50,2,3,distr2,76,81,50,1,2,9,7,11,True,1459895355385.0,speaker,The fluorescent one - looks like a highlighter,178.0,1.0,7,38,34.0,5.0,human
1103-8,1476993626895.0,33,split,target,88,86,50,2,3,distr1,78,42,50,1,1,distr2,131,8,50,3,2,15,35,23,True,1476993625085.0,speaker,yell,313.0,1.0,1,4,4.0,1.0,human
4139-d,1459887177326.0,42,close,target,279,2,50,3,2,distr1,255,15,50,2,1,distr2,312,10,50,1,3,15,12,10,True,1459887175465.0,speaker,The target is gray.,181.0,1.0,4,15,10.0,2.0,human
3864-c,1476992035356.0,23,split,distr1,317,70,50,1,2,target,300,33,50,2,3,distr2,252,67,50,3,1,9,22,27,False,1476992025084.0,speaker,dark pink,473.0,0.0,2,8,8.0,2.0,human
5402-2,1476487704963.0,33,far,target,344,47,50,3,3,distr1,19,69,50,2,2,distr2,145,0,50,1,1,26,26,27,True,1476487702973.0,speaker,dull pink,823.0,1.0,2,8,8.0,2.0,human
3358-0,1476990908143.0,7,far,target,219,65,50,1,2,distr1,31,67,50,2,1,distr2,149,26,50,3,3,54,43,40,True,1476990906889.0,speaker,blue,461.0,1.0,1,4,4.0,1.0,human
1623-4,1476997639760.0,31,far,target,125,16,50,3,3,distr1,347,53,50,1,2,distr2,203,70,50,2,1,54,37,50,True,1476997638004.0,speaker,green,334.0,1.0,1,5,5.0,1.0,human
2986-a,1459892191414.0,13,far,target,192,45,50,2,1,distr2,138,34,50,3,2,distr1,44,65,50,1,3,44,30,32,True,1459892190191.0,speaker,blue,146.0,1.0,1,4,4.0,1.0,human
0133-f,1476996506425.0,36,far,target,199,89,50,1,1,distr2,233,54,50,3,3,distr1,43,9,50,2,2,35,35,43,True,1476996498207.0,speaker,blue,,1.0,1,4,4.0,1.0,human
8320-3,1476988691520.0,15,close,target,162,76,50,3,2,distr2,110,38,50,1,1,distr1,132,35,50,2,3,15,17,5,True,1476988689751.0,speaker,bright teal,231.0,1.0,2,10,10.0,2.0,human
3321-5,1476471188370.0,46,close,target,285,70,50,1,1,distr1,257,51,50,3,3,distr2,279,30,50,2,2,13,12,13,True,1476471185445.0,speaker,bright grapes,266.0,1.0,2,12,12.0,2.0,human
1470-6,1476999496966.0,8,far,target,17,93,50,2,3,distr2,129,9,50,3,1,distr1,95,80,50,1,2,71,43,32,True,1476999495834.0,speaker,orange,358.0,1.0,1,6,6.0,1.0,human
2427-6,1476990979014.0,3,split,target,203,77,50,3,3,distr2,162,28,50,2,2,distr1,209,19,50,1,1,14,30,24,True,1476990975602.0,speaker,bright blue,231.0,1.0,2,10,10.0,2.0,human
8816-8,1476480375016.0,41,split,target,20,48,50,2,3,distr1,16,69,50,3,2,distr2,209,71,50,1,1,7,44,48,True,1476480373591.0,speaker,brown,346.0,1.0,1,5,5.0,1.0,human
2265-d,1459897751407.0,30,far,target,192,94,50,1,3,distr2,326,25,50,3,1,distr1,167,47,50,2,2,25,57,51,True,1459897749428.0,speaker,light blue,119.0,1.0,2,9,9.0,2.0,human
3280-4,1476483155130.0,41,close,target,90,70,50,3,1,distr1,121,95,50,2,2,distr2,112,44,50,1,3,9,11,17,True,1476483152808.0,speaker,yellowish green,319.0,1.0,2,14,14.0,2.0,human
7757-1,1476471945259.0,11,close,target,102,42,50,3,2,distr2,163,83,50,2,1,distr1,107,76,50,1,3,12,19,18,True,1476471941823.0,speaker,"target is more subdued of the 3, similar to the color of leaves",737.0,1.0,12,49,31.0,5.0,human
8972-7,1476991450054.0,42,split,target,339,57,50,1,3,distr2,177,78,50,3,1,distr1,349,88,50,2,2,16,77,72,True,1476991446773.0,speaker,Purplish,525.0,1.0,1,8,8.0,1.0,human
2344-0,1476494065113.0,44,close,target,55,6,50,1,2,distr2,206,6,50,3,3,distr1,343,8,50,2,1,17,12,15,True,1476494058619.0,speaker,yellowish/brownish gray,123.0,1.0,2,21,21.0,3.0,human
4915-7,1476995983099.0,4,close,target,127,40,50,3,1,distr1,148,58,50,1,3,distr2,84,57,50,2,2,7,13,15,True,1476995972544.0,speaker,olive,236.0,1.0,1,5,5.0,1.0,human
6771-0,1476996518678.0,20,split,distr1,278,68,50,2,3,target,261,49,50,1,1,distr2,205,82,50,3,2,8,33,38,False,1476996513804.0,speaker,violet blue purple,565.0,0.0,3,16,16.0,3.0,human
5395-f,1476991580177.0,9,close,distr2,322,59,50,3,1,target,318,29,50,1,2,distr1,296,70,50,2,3,15,9,12,False,1476991575718.0,speaker,purplish pink,461.0,0.0,2,12,12.0,2.0,human
9199-7,1476470118562.0,11,close,target,313,43,50,3,3,distr2,303,19,50,2,1,distr1,292,64,50,1,2,10,10,16,True,1476470115656.0,speaker,pink,14.0,1.0,1,4,4.0,1.0,human
8767-6,1476991121807.0,17,split,target,345,64,50,3,3,distr1,5,66,50,1,2,distr2,52,48,50,2,1,14,55,46,True,1476991120069.0,speaker,pink,318.0,1.0,1,4,4.0,1.0,human
5697-a,1476495369565.0,41,far,target,55,10,50,2,1,distr2,206,80,50,1,2,distr1,102,57,50,3,3,27,39,61,True,1476495367022.0,speaker,grey purple,345.0,1.0,2,10,10.0,2.0,human
8233-7,1476992162726.0,19,split,target,136,77,50,2,2,distr1,72,69,50,3,3,distr2,283,29,50,1,1,16,58,76,True,1476992160208.0,speaker,green (not yellow green),364.0,1.0,4,19,16.0,3.0,human
9224-2,1476478937347.0,31,split,target,157,0,50,3,1,distr2,357,43,50,2,3,distr1,201,25,50,1,2,14,26,42,True,1476478932626.0,speaker,grey,345.0,1.0,1,4,4.0,1.0,human
3375-b,1476999305085.0,25,far,target,256,19,50,2,2,distr2,212,98,50,1,3,distr1,336,96,50,3,1,31,21,43,True,1476999303686.0,speaker,purple,382.0,1.0,1,6,6.0,1.0,human
9946-1,1476496137611.0,13,far,target,234,29,50,2,1,distr2,192,75,50,1,3,distr1,24,40,50,3,2,40,34,44,True,1476496125416.0,speaker,purple,884.0,1.0,1,6,6.0,1.0,human
4544-5,1476477933642.0,36,close,target,250,7,50,2,2,distr1,189,11,50,1,1,distr2,95,4,50,3,3,17,16,10,True,1476477931393.0,speaker,grayish purple,414.0,1.0,2,13,13.0,2.0,human
2200-3,1476999713853.0,8,close,target,34,5,50,2,2,distr2,79,4,50,3,1,distr1,98,7,50,1,3,11,6,6,True,1476999709719.0,listener,"with the reddish hue, right?",565.0,1.0,5,22,15.0,3.0,human
2267-6,1459889763227.0,26,split,target,249,65,50,1,1,distr2,45,36,50,3,3,distr1,265,91,50,2,2,6,67,68,True,1459889761700.0,speaker,the darkest blue shade,187.0,1.0,4,19,16.0,3.0,human
4099-d,1476491641402.0,15,close,target,134,32,50,3,3,distr2,114,21,50,1,1,distr1,89,44,50,2,2,12,6,13,True,1476491632901.0,speaker,the darker green one,894.0,1.0,4,17,14.0,3.0,human
9617-0,1476475658008.0,44,far,target,326,60,50,2,2,distr2,149,80,50,1,3,distr1,147,15,50,3,1,56,91,26,True,1476475653997.0,speaker,the purple,746.0,1.0,2,9,6.0,1.0,human
3792-7,1459890554845.0,37,split,target,135,15,50,1,1,distr2,4,47,50,2,3,distr1,61,33,50,3,2,19,46,46,True,1459890541260.0,speaker,Green,36.0,1.0,1,5,5.0,1.0,human
2919-4,1476495310116.0,20,far,target,255,92,50,3,2,distr2,154,82,50,1,3,distr1,4,70,50,2,1,46,71,79,True,1476495308786.0,speaker,the blue,902.0,1.0,2,7,4.0,1.0,human
6305-1,1459891451567.0,18,split,target,343,79,50,2,1,distr2,21,11,50,3,2,distr1,324,67,50,1,3,15,27,30,True,1459891427690.0,listener,hot pink or fuchsia,147.0,1.0,4,16,14.0,3.0,human
6513-c,1476492065055.0,18,far,target,135,55,50,1,1,distr1,307,14,50,3,3,distr2,125,4,50,2,2,61,28,31,True,1476492062698.0,speaker,neon,846.0,1.0,1,4,4.0,1.0,human
2400-e,1459887221704.0,40,close,target,41,23,50,1,3,distr1,53,9,50,2,2,distr2,88,26,50,3,1,9,17,15,True,1459887218871.0,speaker,okay this is the brown/tan,98.0,1.0,5,21,12.0,3.0,human
3162-4,1476994141844.0,34,close,target,229,63,50,2,3,distr1,257,22,50,3,2,distr2,270,87,50,1,1,17,14,19,True,1476994128816.0,speaker,blue with no purple tint,546.0,1.0,5,20,14.0,3.0,human
6719-f,1459877588038.0,23,split,target,282,73,50,2,1,distr1,249,28,50,3,3,distr2,291,2,50,1,2,17,30,22,True,1459877586980.0,speaker,bright purple,964.0,1.0,2,12,12.0,2.0,human
7607-b,1476992274910.0,18,far,target,29,57,50,1,3,distr1,321,76,50,3,1,distr2,194,31,50,2,2,46,40,45,True,1476992272705.0,speaker,no worries :),599.0,1.0,2,9,7.0,1.0,human
2362-3,1476489995043.0,43,close,target,129,82,50,2,3,distr2,160,65,50,3,1,distr1,84,52,50,1,2,13,16,19,True,1476489987532.0,speaker,brightest green,843.0,1.0,2,14,14.0,2.0,human
4080-f,1476996440302.0,20,far,target,86,19,50,1,2,distr1,166,91,50,3,3,distr2,273,54,50,2,1,28,64,63,True,1476996437347.0,speaker,tan,294.0,1.0,1,3,3.0,1.0,human
7251-8,1476997160373.0,5,far,target,78,64,50,3,2,distr2,169,70,50,2,1,distr1,193,8,50,1,3,37,27,29,True,1476997158394.0,speaker,yellow green,235.0,1.0,2,11,11.0,2.0,human
2457-4,1476469824849.0,43,close,target,248,2,50,1,2,distr2,204,40,50,3,1,distr1,196,7,50,2,3,7,18,13,True,1476469822527.0,speaker,redish gray,663.0,1.0,2,10,10.0,2.0,human
1033-6,1476466192452.0,32,far,target,171,25,50,1,3,distr2,199,66,50,2,2,distr1,5,20,50,3,1,41,21,40,True,1476466182182.0,speaker,not blue but...,549.0,1.0,3,10,4.0,1.0,human
8502-d,1476996286171.0,44,split,target,271,51,50,3,3,distr2,65,9,50,2,1,distr1,242,84,50,1,2,13,49,56,True,1476996283312.0,speaker,purple,254.0,1.0,1,6,6.0,1.0,human
9320-9,1476473535985.0,36,far,target,328,11,50,3,1,distr2,357,52,50,1,2,distr1,272,82,50,2,3,29,22,36,True,1476473499543.0,speaker,grey purple,740.0,1.0,2,10,10.0,2.0,human
1773-7,1476990134554.0,39,split,target,1,55,50,1,3,distr1,2,30,50,3,1,distr2,133,22,50,2,2,10,56,47,True,1476990131146.0,speaker,"most red, less mauve",423.0,1.0,4,16,12.0,3.0,human
