gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
4131-6,1476996605350.0,47,close,target,84,26,50,3,3,distr2,58,23,50,1,2,distr1,110,38,50,2,1,9,8,17,True,1476996603164.0,speaker,duller green,302.0,1.0,2,11,11.0,2.0,human
3441-c,1476490764287.0,49,far,target,185,68,50,3,1,distr2,1,87,50,2,2,distr1,70,42,50,1,3,37,61,56,True,1476490762940.0,speaker,teal,818.0,1.0,1,4,4.0,1.0,human
6468-7,1476991355545.0,34,split,target,342,26,50,1,1,distr2,126,65,50,2,3,distr1,345,67,50,3,2,14,70,85,True,1476991352466.0,speaker,purply brown?,379.0,1.0,2,11,11.0,2.0,human
3799-3,1476499301551.0,46,split,distr1,109,24,50,1,3,target,44,25,50,2,2,distr2,249,93,50,3,1,18,63,59,False,1476499294276.0,speaker,green/brown,814.0,0.0,1,10,10.0,2.0,human
3147-1,1476483606844.0,3,far,target,99,45,50,1,3,distr1,348,52,50,3,2,distr2,248,58,50,2,1,71,67,35,True,1476483605102.0,speaker,green,258.0,1.0,1,5,5.0,1.0,human
8032-5,1476993143853.0,24,far,target,161,29,50,1,3,distr2,315,26,50,2,1,distr1,80,75,50,3,2,29,41,74,True,1476993137512.0,speaker,washed out teal,335.0,1.0,3,13,10.0,2.0,human
7018-f,1476992967404.0,47,far,target,353,60,50,3,1,distr2,51,0,50,2,3,distr1,73,39,50,1,2,59,28,28,True,1476992966286.0,speaker,red,424.0,1.0,1,3,3.0,1.0,human
8330-f,1476483927762.0,11,split,target,60,14,50,1,2,distr2,318,98,50,2,3,distr1,158,12,50,3,1,14,52,29,True,1476483923374.0,speaker,brown grey,549.0,1.0,2,9,9.0,2.0,human
2345-2,1476472100059.0,43,split,target,64,8,50,3,3,distr1,40,26,50,2,2,distr2,204,92,50,1,1,11,39,44,True,1476472094318.0,speaker,grey,286.0,1.0,1,4,4.0,1.0,human
2377-b,1476989795155.0,13,far,target,299,42,50,3,1,distr1,247,56,50,2,3,distr2,52,5,50,1,2,21,36,42,True,1476989793300.0,speaker,bright purple,333.0,1.0,2,12,12.0,2.0,human
0133-f,1476996493639.0,35,far,target,199,59,50,1,1,distr2,86,62,50,2,3,distr1,16,78,50,3,2,53,55,62,True,1476996491197.0,speaker,blue,,1.0,1,4,4.0,1.0,human
8574-6,1476991392174.0,2,far,target,28,96,50,1,1,distr1,128,56,50,2,3,distr2,167,21,50,3,2,58,44,25,True,1476991391309.0,speaker,orange one,436.0,1.0,2,9,9.0,2.0,human
1713-a,1476466270157.0,44,split,target,181,16,50,1,3,distr2,54,77,50,3,1,distr1,180,60,50,2,2,18,39,40,True,1476466267711.0,speaker,slate[ish] blue,590.0,1.0,2,12,12.0,3.0,human
6765-6,1476992241311.0,19,split,target,200,10,50,3,3,distr1,92,3,50,1,1,distr2,236,68,50,2,2,10,24,40,True,1476992238106.0,speaker,light blue green,539.0,1.0,3,14,14.0,3.0,human
6888-9,1459889935717.0,41,close,target,328,55,50,2,3,distr2,318,25,50,1,1,distr1,358,34,50,3,2,16,10,17,True,1459889926317.0,speaker,"it's the brighest pink shade, not the other 2 duller shades",175.0,1.0,10,47,29.0,5.0,human
8154-9,1476991806136.0,42,close,target,225,19,50,2,2,distr2,253,46,50,1,3,distr1,222,45,50,3,1,10,17,14,True,1476991802371.0,speaker,the one that  has the  least blue.....the  blue gray,451.0,1.0,9,36,20.0,5.0,human
3375-b,1476999429532.0,40,close,target,232,12,50,1,2,distr1,291,8,50,2,1,distr2,226,30,50,3,3,10,10,17,True,1476999423770.0,speaker,faded navy blue,382.0,1.0,3,13,13.0,3.0,human
0235-d,1476992832626.0,45,close,target,267,30,50,1,1,distr2,340,17,50,2,2,distr1,301,32,50,3,3,10,19,16,True,1476992830942.0,speaker,purple,602.0,1.0,1,6,6.0,1.0,human
0895-b,1476487011619.0,19,close,distr2,257,57,50,2,1,target,256,31,50,3,3,distr1,243,32,50,1,2,5,11,10,False,1476487005276.0,speaker,Click the lightest purple box.,790.0,0.0,5,25,22.0,4.0,human
8292-7,1476997236568.0,26,far,target,268,33,50,2,2,distr1,34,76,50,3,3,distr2,348,31,50,1,1,55,23,37,True,1476997235499.0,speaker,purple,382.0,1.0,1,6,6.0,1.0,human
4120-1,1476990176342.0,4,close,target,289,65,50,1,3,distr1,270,46,50,3,1,distr2,323,51,50,2,2,9,14,18,True,1476990166734.0,speaker,the color of a grape (the brighter one),502.0,1.0,8,30,21.0,4.0,human
7488-3,1476995483132.0,39,close,target,136,3,50,3,2,distr1,177,30,50,1,1,distr2,133,13,50,2,3,18,12,13,True,1476995481392.0,speaker,gray,258.0,1.0,1,4,4.0,1.0,human
6377-0,1476992380335.0,27,far,target,87,42,50,3,2,distr2,269,31,50,1,3,distr1,3,17,50,2,1,43,71,25,True,1476992379291.0,speaker,green,546.0,1.0,1,5,5.0,1.0,human
2802-b,1476994765770.0,19,close,target,311,14,50,3,2,distr1,286,19,50,2,3,distr2,312,25,50,1,1,7,8,6,True,1476994761081.0,speaker,they greyer one,608.0,1.0,3,13,9.0,2.0,human
4862-e,1476469880728.0,39,far,target,320,8,50,1,2,distr1,90,68,50,2,3,distr2,248,71,50,3,1,51,33,78,True,1476469878561.0,speaker,purple,731.0,1.0,1,6,6.0,1.0,human
1925-1,1476989474658.0,9,far,target,64,93,50,1,3,distr2,44,72,50,3,1,distr1,102,27,50,2,2,29,23,28,True,1476989414927.0,speaker,bright yellow,245.0,1.0,2,12,12.0,2.0,human
2637-4,1476487930185.0,39,close,target,301,66,50,3,2,distr2,271,42,50,2,3,distr1,297,14,50,1,1,19,14,17,True,1476487928765.0,speaker,brightest purple,807.0,1.0,2,15,15.0,2.0,human
4958-b,1476991988533.0,22,close,target,59,11,50,2,3,distr1,122,18,50,3,2,distr2,182,6,50,1,1,13,13,18,True,1476991986757.0,speaker,tan,508.0,1.0,1,3,3.0,1.0,human
8901-6,1476990628045.0,13,split,target,11,10,50,1,1,distr2,141,74,50,2,2,distr1,26,16,50,3,3,6,44,40,True,1476990624994.0,speaker,i would call it taupe?,347.0,1.0,5,17,9.0,2.0,human
4080-f,1476996208542.0,10,split,target,105,43,50,2,2,distr2,23,81,50,3,3,distr1,105,16,50,1,1,15,55,42,True,1476996206037.0,speaker,greenest green,294.0,1.0,2,13,13.0,2.0,human
3824-b,1476488863278.0,31,split,target,314,36,50,1,3,distr2,43,76,50,2,1,distr1,291,29,50,3,2,6,60,60,True,1476488846014.0,speaker,the brightest purple,266.0,1.0,3,18,15.0,2.0,human
2178-4,1476994476858.0,11,split,target,116,47,50,3,3,distr1,122,79,50,1,1,distr2,328,22,50,2,2,11,64,73,True,1476994475011.0,speaker,duller green,235.0,1.0,2,11,11.0,2.0,human
0581-b,1476996467311.0,19,close,target,335,34,50,2,3,distr1,352,62,50,3,2,distr2,352,37,50,1,1,16,8,9,True,1476996462103.0,speaker,pink not red not reddish pink,,1.0,6,24,18.0,4.0,human
1643-5,1476997237487.0,26,far,target,170,67,50,1,3,distr1,224,97,50,3,1,distr2,82,39,50,2,2,56,24,68,True,1476997235327.0,speaker,aqua blue,645.0,1.0,2,8,8.0,2.0,human
2251-e,1476472994951.0,47,split,target,83,16,50,2,2,distr2,274,80,50,3,1,distr1,38,42,50,1,3,19,65,62,True,1476472992924.0,speaker,greenish,236.0,1.0,1,8,8.0,1.0,human
7690-c,1476993523743.0,33,split,target,204,76,50,3,2,distr1,215,70,50,2,1,distr2,95,25,50,1,3,13,48,53,True,1476993519007.0,speaker,lighter*,222.0,1.0,1,7,7.0,1.0,human
1053-1,1476990525855.0,43,close,distr2,293,56,50,3,1,target,270,77,50,1,3,distr1,306,63,50,2,2,18,13,5,False,1476990521142.0,speaker,brighter than the other purple,431.0,0.0,5,26,14.0,2.0,human
1178-5,1476487441565.0,7,far,target,338,94,50,2,3,distr1,27,6,50,3,2,distr2,122,85,50,1,1,29,94,40,True,1476487439929.0,speaker,click the pink,368.0,1.0,3,12,9.0,2.0,human
9601-f,1476502012485.0,10,close,target,277,84,50,3,2,distr1,195,6,50,1,1,distr2,200,15,50,2,3,19,19,5,True,1476502011360.0,speaker,It is purple,958.0,1.0,3,10,6.0,1.0,human
0392-6,1476495684502.0,6,close,target,65,61,50,2,3,distr1,120,66,50,1,1,distr2,78,91,50,3,2,18,11,14,True,1476495685454.0,speaker,not dark green,842.0,1.0,3,12,9.0,2.0,human
4879-7,1476993860348.0,30,far,target,26,25,50,2,1,distr2,158,82,50,1,3,distr1,304,61,50,3,2,40,44,61,True,1476993842149.0,listener,that was hard,302.0,1.0,3,11,4.0,1.0,human
3181-5,1476485989315.0,8,split,target,219,85,50,2,2,distr1,271,42,50,1,1,distr2,117,49,50,3,3,17,64,59,True,1476485979130.0,speaker,blue,414.0,1.0,1,4,4.0,1.0,human
4033-4,1476990248186.0,42,far,target,238,91,50,1,3,distr1,7,23,50,3,1,distr2,79,9,50,2,2,40,58,30,True,1476990245668.0,speaker,blue,407.0,1.0,1,4,4.0,1.0,human
5617-8,1476992784583.0,9,split,target,82,69,50,1,3,distr1,94,47,50,3,2,distr2,187,90,50,2,1,9,44,40,True,1476992782053.0,speaker,yellowest,352.0,1.0,1,9,9.0,1.0,human
5519-4,1476994506983.0,49,split,target,305,42,50,3,3,distr2,191,90,50,2,1,distr1,261,18,50,1,2,16,57,42,True,1476994504044.0,speaker,purple,312.0,1.0,1,6,6.0,1.0,human
7705-9,1476467763412.0,13,split,target,153,1,50,2,2,distr2,248,33,50,3,3,distr1,134,12,50,1,1,15,27,38,True,1476467761258.0,speaker,grey,712.0,1.0,1,4,4.0,1.0,human
3029-f,1476486792513.0,50,close,target,290,19,50,1,1,distr1,351,35,50,2,2,distr2,307,43,50,3,3,18,11,19,True,1476486781717.0,speaker,"Was nice playing with you, you did great!  bluish purple one",345.0,1.0,11,47,31.0,6.0,human
7449-9,1476486126035.0,30,far,target,324,9,50,1,1,distr2,88,83,50,2,2,distr1,160,8,50,3,3,25,56,36,True,1476486122439.0,speaker,"grey, reddish hue",286.0,1.0,3,14,14.0,3.0,human
7158-d,1476496480811.0,33,close,target,163,5,50,1,1,distr1,52,4,50,2,2,distr2,326,3,50,3,3,7,13,9,True,1476496472295.0,speaker,"greay, with a hint of green",665.0,1.0,6,21,14.0,3.0,human
5936-8,1476473605279.0,50,close,target,277,33,50,3,3,distr2,228,88,50,2,2,distr1,268,62,50,1,1,11,18,10,True,1476473600870.0,listener,ditto,590.0,1.0,1,5,5.0,1.0,human
1930-7,1476989448826.0,19,far,target,50,78,50,1,2,distr2,172,10,50,2,1,distr1,240,23,50,3,3,63,36,27,True,1476989447298.0,speaker,yellow,356.0,1.0,1,6,6.0,1.0,human
4614-f,1476500508827.0,14,far,target,236,76,50,2,3,distr2,261,23,50,3,1,distr1,193,56,50,1,2,40,21,34,True,1476500503863.0,speaker,blue,286.0,1.0,1,4,4.0,1.0,human
6983-1,1459883396725.0,30,close,target,186,3,50,2,3,distr1,332,32,50,3,2,distr2,313,96,50,1,1,18,17,18,True,1459883392707.0,listener,Nice call on the brownish.,159.0,1.0,5,21,16.0,3.0,human
3358-0,1476991199643.0,33,far,target,105,88,50,3,1,distr2,72,32,50,1,3,distr1,222,25,50,2,2,59,22,48,True,1476991197979.0,speaker,green,461.0,1.0,1,5,5.0,1.0,human
8455-f,1476490704632.0,20,close,target,286,23,50,1,2,distr1,294,38,50,3,3,distr2,269,56,50,2,1,7,15,12,True,1476490700525.0,speaker,gray purple,128.0,1.0,2,10,10.0,2.0,human
5932-1,1477001426291.0,5,split,target,16,77,50,1,1,distr2,77,28,50,3,2,distr1,18,47,50,2,3,9,45,37,True,1477001423627.0,speaker,orangish,232.0,1.0,1,8,8.0,1.0,human
8995-1,1476482678438.0,46,split,target,272,74,50,2,2,distr1,241,25,50,1,1,distr2,134,82,50,3,3,17,71,61,True,1476482673414.0,speaker,purple close to real color,414.0,1.0,5,22,20.0,4.0,human
1925-1,1476990755338.0,23,far,target,180,26,50,1,1,distr1,313,84,50,2,2,distr2,94,67,50,3,3,37,34,95,True,1476990753441.0,speaker,blue,245.0,1.0,1,4,4.0,1.0,human
0255-b,1476499591794.0,26,far,target,39,93,50,1,3,distr1,118,13,50,2,2,distr2,303,43,50,3,1,36,61,57,True,1476499588485.0,speaker,orange,913.0,1.0,1,6,6.0,1.0,human
7502-4,1476994361673.0,46,close,target,137,43,50,2,2,distr1,93,81,50,1,1,distr2,125,61,50,3,3,17,9,9,True,1476994354736.0,speaker,and it isnt the grass green one,405.0,1.0,7,25,17.0,4.0,human
8366-0,1476474945349.0,30,split,target,81,45,50,3,1,distr2,193,89,50,2,2,distr1,127,44,50,1,3,11,49,45,True,1476474941714.0,speaker,yellow,414.0,1.0,1,6,6.0,1.0,human
2269-9,1476991305667.0,46,close,target,153,83,50,2,3,distr1,86,67,50,1,1,distr2,106,37,50,3,2,16,16,13,True,1476991303368.0,speaker,blueish teal,201.0,1.0,2,11,11.0,2.0,human
3600-c,1476997200284.0,44,far,target,305,71,50,2,2,distr2,80,3,50,1,1,distr1,77,88,50,3,3,96,38,38,True,1476997196177.0,speaker,magenta,425.0,1.0,1,7,7.0,1.0,human
6089-c,1476483436498.0,40,split,target,81,86,50,2,1,distr1,131,75,50,1,2,distr2,239,16,50,3,3,12,60,53,True,1476483435027.0,speaker,lime green,549.0,1.0,2,9,9.0,2.0,human
7449-9,1476486151993.0,33,far,target,197,65,50,2,1,distr2,130,48,50,3,3,distr1,342,35,50,1,2,53,45,70,True,1476486150054.0,speaker,blue,286.0,1.0,1,4,4.0,1.0,human
5144-7,1459899854727.0,18,split,target,272,27,50,3,3,distr2,16,94,50,2,2,distr1,266,98,50,1,1,19,42,53,True,1459899848891.0,speaker,Color of violets again,24.0,1.0,4,19,12.0,2.0,human
9645-a,1476471957070.0,15,split,target,99,41,50,2,3,distr1,74,51,50,1,1,distr2,357,80,50,3,2,10,68,63,True,1476471955607.0,speaker,Most green,710.0,1.0,2,9,5.0,1.0,human
2921-f,1476991644040.0,13,close,target,225,70,50,1,1,distr2,202,27,50,3,3,distr1,231,21,50,2,2,14,18,15,True,1476991640708.0,speaker,bright blue,477.0,1.0,2,10,10.0,2.0,human
1891-2,1476990799163.0,22,split,target,61,37,50,2,3,distr2,359,55,50,1,1,distr1,107,35,50,3,2,14,51,64,True,1476990793823.0,listener,the yellow one?,425.0,1.0,3,12,9.0,2.0,human
1735-5,1476989834193.0,23,far,target,157,18,50,3,1,distr1,240,34,50,2,2,distr2,278,7,50,1,3,38,29,22,True,1476989830204.0,speaker,tealish,340.0,1.0,1,7,7.0,1.0,human
3603-b,1476998481973.0,47,close,target,117,91,50,1,3,distr1,73,68,50,3,2,distr2,113,53,50,2,1,14,12,14,True,1476998469135.0,speaker,no worries!,123.0,1.0,2,9,7.0,1.0,human
8538-2,1476499164644.0,50,close,target,239,92,50,2,1,distr1,262,56,50,3,2,distr2,275,47,50,1,3,10,16,7,True,1476499163522.0,speaker,blue,935.0,1.0,1,4,4.0,1.0,human
1193-e,1476993166846.0,32,close,distr1,288,32,50,3,3,target,299,23,50,1,2,distr2,279,89,50,2,1,6,18,14,False,1476993152004.0,listener,and pink purple,236.0,0.0,3,13,10.0,2.0,human
3028-b,1476499643354.0,43,close,target,119,44,50,2,2,distr1,66,40,50,3,3,distr2,103,58,50,1,1,16,6,14,True,1476499641134.0,speaker,the darkest green (not the mustard one),938.0,1.0,7,31,22.0,4.0,human
3792-7,1459890604355.0,40,split,target,193,6,50,1,3,distr2,227,57,50,3,2,distr1,19,11,50,2,1,16,24,35,True,1459890602688.0,speaker,Gray,36.0,1.0,1,4,4.0,1.0,human
1055-e,1476992484650.0,15,split,distr1,120,70,50,3,1,target,80,83,50,2,2,distr2,254,32,50,1,3,12,83,63,False,1476992483567.0,speaker,Light greenn,433.0,0.0,2,11,11.0,2.0,human
9817-a,1459890810628.0,46,split,target,129,27,50,1,3,distr1,108,31,50,3,2,distr2,316,57,50,2,1,5,73,76,True,1459890796751.0,speaker,"yeah, I'll just say the more grey one, they're bothr eally close though",25.0,1.0,13,57,39.0,9.0,human
8994-b,1476472934717.0,39,close,target,114,29,50,1,2,distr1,160,11,50,2,1,distr2,69,17,50,3,3,18,13,14,True,1476472932567.0,speaker,grass,694.0,1.0,1,5,5.0,1.0,human
2092-3,1476991081152.0,2,far,target,330,17,50,3,3,distr1,220,72,50,1,1,distr2,149,63,50,2,2,29,60,58,True,1476991045631.0,listener,ok,,1.0,1,2,2.0,1.0,human
5762-e,1476990229830.0,13,far,target,35,78,50,1,3,distr1,160,88,50,2,1,distr2,238,59,50,3,2,50,67,68,True,1476990226216.0,speaker,safety cone,249.0,1.0,2,10,10.0,2.0,human
5711-e,1459892282732.0,3,far,target,341,94,50,3,2,distr2,233,55,50,1,3,distr1,59,76,50,2,1,68,41,85,True,1459892240707.0,listener,Are you a real person?,32.0,1.0,5,17,10.0,2.0,human
9086-a,1476499414726.0,49,close,distr2,194,37,50,3,1,distr1,202,3,50,2,3,target,206,30,50,1,2,13,9,17,False,1476499394307.0,speaker,greyish,286.0,0.0,1,7,7.0,1.0,human
2955-4,1477002168397.0,35,close,distr2,333,28,50,2,2,distr1,339,87,50,1,1,target,316,67,50,3,3,18,14,16,False,1477002165135.0,speaker,light pink,319.0,0.0,2,9,9.0,2.0,human
8574-6,1476991763658.0,28,close,target,340,91,50,1,1,distr2,12,84,50,2,2,distr1,356,49,50,3,3,10,19,16,True,1476991762144.0,speaker,pink bright,436.0,1.0,2,10,10.0,2.0,human
0891-0,1476991459398.0,49,close,target,70,70,50,2,2,distr2,78,66,50,1,3,distr1,116,62,50,3,1,16,5,11,True,1476991456094.0,speaker,"yellow green, lightest",268.0,1.0,3,19,19.0,3.0,human
7705-9,1476468081017.0,42,split,target,53,52,50,2,3,distr1,81,69,50,1,1,distr2,354,75,50,3,2,17,52,73,True,1476468078359.0,listener,lol,700.0,1.0,1,3,3.0,1.0,human
6536-6,1476992192676.0,29,close,target,143,16,50,1,3,distr2,81,22,50,3,2,distr1,147,31,50,2,1,9,11,12,True,1476992183861.0,speaker,not the brightest not the brown,377.0,1.0,6,26,14.0,2.0,human
7584-c,1459884021788.0,8,split,target,121,44,50,2,1,distr1,147,48,50,3,2,distr2,191,99,50,1,3,8,46,37,True,1459884017237.0,listener,ha no biggie,121.0,1.0,3,10,8.0,2.0,human
1013-2,1476989402554.0,34,far,target,325,10,50,1,3,distr1,62,34,50,2,1,distr2,127,81,50,3,2,40,59,23,True,1476989399422.0,speaker,"purple, not brown not green",201.0,1.0,5,22,16.0,3.0,human
8047-0,1476493423341.0,12,close,target,38,26,50,3,2,distr1,55,29,50,2,1,distr2,86,22,50,1,3,11,17,10,True,1476493417857.0,speaker,uh sorry,875.0,1.0,2,7,7.0,2.0,human
2986-a,1459892184823.0,12,far,target,20,9,50,3,2,distr1,228,69,50,1,3,distr2,27,73,50,2,1,36,23,57,True,1459892179703.0,speaker,brown,146.0,1.0,1,5,5.0,1.0,human
6513-c,1476491733774.0,5,split,target,160,80,50,2,3,distr2,83,82,50,1,2,distr1,121,24,50,3,1,19,21,24,True,1476491699519.0,speaker,more sea than grass,846.0,1.0,4,16,8.0,2.0,human
3838-0,1476989242143.0,12,split,target,338,52,50,2,1,distr2,11,96,50,1,2,distr1,351,47,50,3,3,8,28,21,True,1476989239212.0,speaker,magenta,207.0,1.0,1,7,7.0,1.0,human
8772-f,1476480177506.0,28,far,target,253,62,50,1,3,distr2,183,73,50,2,2,distr1,346,87,50,3,1,41,55,67,True,1476480173649.0,speaker,dark  blue,232.0,1.0,2,8,8.0,2.0,human
1008-c,1476991774641.0,42,far,target,189,74,50,2,2,distr2,44,18,50,3,3,distr1,236,90,50,1,1,50,35,58,True,1476991771031.0,speaker,teal,188.0,1.0,1,4,4.0,1.0,human
1930-7,1476989556826.0,27,split,distr1,42,5,50,2,3,distr2,350,33,50,3,1,target,171,5,50,1,2,8,33,26,False,1476989538893.0,speaker,light grey,356.0,0.0,2,9,9.0,2.0,human
5759-a,1476989302095.0,2,far,target,85,88,50,2,2,distr1,60,16,50,3,3,distr2,293,79,50,1,1,29,102,59,True,1476989299803.0,speaker,Bright Yellow is the target,353.0,1.0,5,23,18.0,3.0,human
7724-9,1476994659299.0,42,close,target,206,15,50,2,2,distr1,251,18,50,1,3,distr2,249,2,50,3,1,17,9,17,True,1476994654653.0,listener,It was my fault. I was rushing.,567.0,1.0,7,23,12.0,2.0,human
7012-b,1476477593125.0,1,far,target,271,21,50,1,1,distr1,170,43,50,2,3,distr2,197,55,50,3,2,41,34,22,True,1476477586447.0,listener,hi,667.0,1.0,1,2,2.0,1.0,human
6617-d,1476995054848.0,7,far,target,212,67,50,3,1,distr1,171,82,50,1,3,distr2,356,39,50,2,2,45,40,70,True,1476995051727.0,speaker,"blue, darker",268.0,1.0,2,10,10.0,2.0,human
3792-7,1459889681352.0,5,far,target,334,47,50,1,3,distr1,98,16,50,3,2,distr2,321,2,50,2,1,53,24,25,True,1459889677471.0,speaker,Select the Purple,36.0,1.0,3,15,12.0,2.0,human
1008-c,1476991356573.0,10,far,target,91,57,50,3,1,distr2,84,11,50,2,3,distr1,302,33,50,1,2,80,24,47,True,1476991354673.0,speaker,green,188.0,1.0,1,5,5.0,1.0,human
2400-e,1459887262470.0,43,close,target,107,48,50,2,3,distr1,155,49,50,3,1,distr2,81,35,50,1,2,14,10,17,True,1459887259540.0,speaker,greenest of the green,98.0,1.0,4,18,13.0,2.0,human
3788-d,1476495856983.0,14,split,target,345,67,50,2,2,distr2,58,55,50,3,1,distr1,13,42,50,1,3,16,62,43,True,1476495855404.0,speaker,Bright pink,923.0,1.0,2,10,10.0,2.0,human
3266-5,1459895100846.0,46,close,distr2,258,2,50,3,2,target,341,16,50,1,3,distr1,330,22,50,2,1,6,15,19,False,1459895099309.0,speaker,grey,45.0,0.0,1,4,4.0,1.0,human
7254-f,1476990336184.0,3,far,target,199,30,50,1,3,distr1,40,18,50,2,1,distr2,261,54,50,3,2,29,26,50,True,1476990334315.0,speaker,blue,376.0,1.0,1,4,4.0,1.0,human
3999-9,1476992435503.0,44,far,target,158,18,50,1,1,distr2,351,80,50,3,2,distr1,191,82,50,2,3,24,53,72,True,1476992433966.0,speaker,gray,233.0,1.0,1,4,4.0,1.0,human
3225-1,1476997990167.0,40,close,distr1,271,25,50,1,3,target,258,41,50,2,2,distr2,214,17,50,3,1,10,17,16,False,1476997985627.0,speaker,deeper purple,330.0,0.0,2,12,12.0,2.0,human
5718-7,1476997890467.0,44,far,target,19,18,50,3,3,distr1,251,95,50,1,1,distr2,144,54,50,2,2,44,41,67,True,1476997888282.0,speaker,brown,350.0,1.0,1,5,5.0,1.0,human
7831-a,1476990739504.0,1,far,target,300,55,50,3,2,distr1,48,87,50,1,3,distr2,161,76,50,2,1,74,59,38,True,1476990727730.0,speaker,Purple image on the right,385.0,1.0,5,21,16.0,3.0,human
8773-e,1476488989364.0,12,split,target,152,37,50,2,1,distr2,214,67,50,3,2,distr1,136,24,50,1,3,6,44,44,True,1476488979145.0,speaker,brighter green,286.0,1.0,2,13,13.0,2.0,human
7917-a,1476993461385.0,8,close,distr2,2,40,50,3,2,target,351,60,50,1,1,distr1,332,75,50,2,3,13,7,17,False,1476993450104.0,listener,"red, brick red/brown red, or pink",449.0,0.0,6,25,23.0,6.0,human
6576-b,1476500039649.0,16,far,target,121,79,50,3,2,distr2,225,75,50,1,3,distr1,26,65,50,2,1,57,73,55,True,1476500038376.0,speaker,gren,794.0,1.0,1,4,4.0,1.0,human
3044-f,1476485891565.0,42,split,target,212,67,50,2,1,distr2,297,42,50,3,2,distr1,226,49,50,1,3,11,32,23,True,1476485890112.0,speaker,bright blue,812.0,1.0,2,10,10.0,2.0,human
0069-8,1476498077341.0,16,split,target,16,48,50,1,3,distr2,304,31,50,3,1,distr1,26,41,50,2,2,10,33,39,True,1476498075622.0,speaker,burnt red,324.0,1.0,2,8,8.0,2.0,human
1033-9,1476487587070.0,17,split,target,143,68,50,2,2,distr2,352,75,50,3,3,distr1,85,29,50,1,1,17,83,59,True,1476487584982.0,speaker,light,549.0,1.0,1,5,5.0,1.0,human
4793-5,1459882477547.0,12,close,target,336,33,50,2,1,distr2,331,60,50,3,3,distr1,316,74,50,1,2,14,8,9,True,1459882475452.0,speaker,faded pink,138.0,1.0,2,9,9.0,2.0,human
3613-f,1476485842726.0,47,far,target,134,9,50,3,1,distr1,229,24,50,1,3,distr2,137,75,50,2,2,29,29,55,True,1476485822978.0,speaker,grey,3.0,1.0,1,4,4.0,1.0,human
2178-4,1476994422857.0,5,close,target,323,66,50,3,2,distr1,281,82,50,1,3,distr2,280,20,50,2,1,18,18,18,True,1476994420944.0,speaker,pink,235.0,1.0,1,4,4.0,1.0,human
3784-6,1459885856517.0,37,split,target,326,13,50,1,3,distr2,175,43,50,2,2,distr1,273,15,50,3,1,9,47,39,True,1459885854313.0,speaker,brownish,155.0,1.0,1,8,8.0,1.0,human
4285-a,1476992535011.0,29,far,target,234,1,50,1,2,distr1,120,25,50,3,1,distr2,342,53,50,2,3,25,27,65,True,1476992534096.0,speaker,gray,262.0,1.0,1,4,4.0,1.0,human
9719-9,1476989947296.0,37,far,target,12,29,50,3,2,distr1,299,70,50,1,3,distr2,226,34,50,2,1,33,33,28,True,1476989945450.0,speaker,the red/brown/orangeish color,366.0,1.0,3,25,22.0,4.0,human
5532-5,1476993532401.0,17,close,target,294,20,50,3,1,distr1,322,31,50,1,2,distr2,316,93,50,2,3,8,18,14,True,1476993523298.0,speaker,"purple, not pinkish",268.0,1.0,3,16,13.0,2.0,human
7758-a,1476480112920.0,35,far,target,316,85,50,2,3,distr2,257,49,50,3,2,distr1,100,73,50,1,1,98,25,71,True,1476480111685.0,speaker,pink,673.0,1.0,1,4,4.0,1.0,human
1632-b,1459885666087.0,50,split,target,280,62,50,2,3,distr1,316,96,50,1,2,distr2,119,48,50,3,1,19,61,93,True,1459885653891.0,speaker,purple,157.0,1.0,1,6,6.0,1.0,human
1400-6,1476995913120.0,32,far,distr2,271,83,50,2,2,distr1,97,0,50,1,1,target,310,19,50,3,3,21,24,34,False,1476995907847.0,speaker,purple,235.0,0.0,1,6,6.0,1.0,human
4475-6,1476491505449.0,3,split,target,291,51,50,3,1,distr2,359,25,50,1,3,distr1,247,68,50,2,2,19,27,36,True,1476491503905.0,listener,You can just say the color,286.0,1.0,6,21,15.0,4.0,human
5128-f,1476992100515.0,17,far,target,69,15,50,2,1,distr2,57,91,50,1,3,distr1,301,88,50,3,2,59,31,88,True,1476992098997.0,speaker,grey,340.0,1.0,1,4,4.0,1.0,human
3466-2,1476990030285.0,41,split,target,289,35,50,3,2,distr2,84,97,50,2,3,distr1,305,34,50,1,1,5,90,89,True,1476990025777.0,speaker,wow  both these purples look the same   ummm the darker one  fuller shade,373.0,1.0,13,57,38.0,8.0,human
6178-5,1476993990497.0,45,split,target,144,8,50,2,3,distr1,81,10,50,1,2,distr2,105,71,50,3,1,7,31,28,True,1476993987457.0,speaker,grey (no green tones),344.0,1.0,4,16,14.0,3.0,human
1136-b,1476989901533.0,3,split,target,348,54,50,3,1,distr1,337,90,50,2,3,distr2,241,38,50,1,2,8,34,36,True,1476989896074.0,speaker,not blue not pink but the other one,458.0,1.0,8,28,11.0,3.0,human
